ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
685,male,married/widowed,... >= 200 DM,60,no credits taken/all credits paid back duly,others,6527,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,34,none,own,1,skilled employee/official,3 or more,True,False,0,1
19,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,3430,100 <= ... < 500 DM,.. >= 7 years,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,3 or more,True,False,0,1
181,male,divorced/separated,... < 0 DM,36,existing credits paid back duly till now,retraining,4455,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,30,stores,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
782,male,married/widowed,... < 0 DM,12,delay in paying off in the past,vacation,1410,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,31,none,rent,1,unskilled - resident,0 to 2,True,False,0,1
227,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,car (used),7865,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,53,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
697,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,others,926,unknown/no savings account,unemployed,>= 35,none,1 <= ... < 4 yrs,car or other,38,none,rent,1,unemployed/unskilled - non-resident,0 to 2,False,False,0,1
449,female,single,... < 0 DM,15,existing credits paid back duly till now,domestic appliances,1512,500 <= ... < 1000 DM,1 <= ... < 4 years,20 <= ... < 25,none,4 <= ... < 7 yrs,car or other,61,stores,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
853,male,married/widowed,no checking account,18,critical account/other credits existing (not at this bank),others,1442,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,real estate,32,none,own,2-3,unskilled - resident,3 or more,False,False,1,1
641,male,married/widowed,... < 0 DM,15,no credits taken/all credits paid back duly,domestic appliances,1308,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,38,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
117,female/male,female (non-single) or male (single),no checking account,10,all credits at this bank paid back duly,car (used),2132,.. >= 1000 DM,... < 1 year,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,unknown/no property,27,none,for free,2-3,skilled employee/official,0 to 2,False,True,0,1
58,female/male,female (non-single) or male (single),0 <= ... < 200 DM,18,no credits taken/all credits paid back duly,others,1961,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,23,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,0
348,male,married/widowed,... >= 200 DM,6,existing credits paid back duly till now,retraining,1743,... < 100 DM,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,unknown/no property,34,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
30,female,single,... < 0 DM,18,no credits taken/all credits paid back duly,retraining,1913,500 <= ... < 1000 DM,... < 1 year,20 <= ... < 25,none,4 <= ... < 7 yrs,unknown/no property,36,bank,rent,1,skilled employee/official,0 to 2,True,False,0,1
609,male,married/widowed,... >= 200 DM,15,no credits taken/all credits paid back duly,car (new),1300,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,45,bank,own,1,skilled employee/official,3 or more,False,False,0,1
224,male,married/widowed,... >= 200 DM,15,no credits taken/all credits paid back duly,car (new),4657,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,30,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
550,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,domestic appliances,996,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,>= 7 yrs,unknown/no property,23,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,0
135,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,1240,.. >= 1000 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,38,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
499,male,divorced/separated,0 <= ... < 200 DM,6,all credits at this bank paid back duly,others,1323,... < 100 DM,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,28,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
290,female,single,... >= 200 DM,12,no credits taken/all credits paid back duly,retraining,1076,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,26,none,rent,1,skilled employee/official,0 to 2,True,True,0,1
152,male,married/widowed,0 <= ... < 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,5848,unknown/no savings account,1 <= ... < 4 years,< 20,none,< 1 yr,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
39,male,married/widowed,... < 0 DM,9,no credits taken/all credits paid back duly,furniture/equipment,458,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,24,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
97,male,married/widowed,... < 0 DM,18,no credits taken/all credits paid back duly,retraining,2622,... < 100 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,34,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
164,male,married/widowed,... >= 200 DM,36,no credits taken/all credits paid back duly,others,909,100 <= ... < 500 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,36,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
978,male,married/widowed,... >= 200 DM,24,existing credits paid back duly till now,others,2538,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,47,none,rent,2-3,unskilled - resident,3 or more,False,False,1,1
340,female/male,female (non-single) or male (single),... < 0 DM,24,all credits at this bank paid back duly,repairs,5743,unknown/no savings account,... < 1 year,25 <= ... < 35,none,>= 7 yrs,real estate,24,none,own,2-3,skilled employee/official,0 to 2,True,False,0,0
802,female/male,female (non-single) or male (single),no checking account,20,all credits at this bank paid back duly,car (used),4272,unknown/no savings account,.. >= 7 years,>= 35,none,>= 7 yrs,car or other,24,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,0
773,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,2223,... < 100 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,52,bank,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
3,male,married/widowed,no checking account,42,no credits taken/all credits paid back duly,car (used),7882,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,guarantor,>= 7 yrs,car or other,45,none,own,1,skilled employee/official,3 or more,False,False,0,1
687,male,married/widowed,... < 0 DM,36,existing credits paid back duly till now,others,2862,... < 100 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,real estate,30,none,own,1,skilled employee/official,0 to 2,False,False,0,1
326,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,car (used),5801,.. >= 1000 DM,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,car or other,49,none,for free,1,skilled employee/official,0 to 2,True,False,0,1
878,male,married/widowed,no checking account,9,no credits taken/all credits paid back duly,others,1422,unknown/no savings account,... < 1 year,20 <= ... < 25,none,1 <= ... < 4 yrs,real estate,27,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
711,female/male,female (non-single) or male (single),no checking account,6,critical account/other credits existing (not at this bank),repairs,1198,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,35,none,own,1,skilled employee/official,0 to 2,False,False,1,1
953,female/male,female (non-single) or male (single),... >= 200 DM,36,no credits taken/all credits paid back duly,car (used),10974,unknown/no savings account,unemployed,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,26,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
198,male,married/widowed,... < 0 DM,24,no credits taken/all credits paid back duly,car (new),2760,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,real estate,36,bank,own,1,skilled employee/official,0 to 2,True,False,0,1
172,female/male,female (non-single) or male (single),... < 0 DM,24,existing credits paid back duly till now,car (used),2064,unknown/no savings account,unemployed,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,34,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
470,female,single,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,3092,... < 100 DM,... < 1 year,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,22,none,for free,1,skilled employee/official,0 to 2,True,False,1,0
310,male,married/widowed,... < 0 DM,48,no credits taken/all credits paid back duly,business,5381,.. >= 1000 DM,unemployed,20 <= ... < 25,none,>= 7 yrs,real estate,40,bank,own,1,unemployed/unskilled - non-resident,0 to 2,True,False,0,1
382,female/male,female (non-single) or male (single),... >= 200 DM,22,no credits taken/all credits paid back duly,others,1283,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,>= 7 yrs,car or other,25,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
54,male,married/widowed,... < 0 DM,36,existing credits paid back duly till now,others,2225,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,57,bank,own,2-3,skilled employee/official,0 to 2,True,False,1,1
133,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,car (used),1984,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,47,bank,own,2-3,skilled employee/official,0 to 2,False,False,0,1
495,female,single,no checking account,24,no credits taken/all credits paid back duly,car (used),2996,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,20,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
884,male,divorced/separated,... < 0 DM,24,no credits taken/all credits paid back duly,car (used),4057,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,43,none,rent,1,skilled employee/official,0 to 2,True,False,1,1
276,female/male,female (non-single) or male (single),... >= 200 DM,18,all credits at this bank paid back duly,furniture/equipment,2404,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,26,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
127,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,domestic appliances,639,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,30,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
815,female/male,female (non-single) or male (single),... < 0 DM,36,existing credits paid back duly till now,others,7432,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,54,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
171,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,car (used),763,unknown/no savings account,1 <= ... < 4 years,< 20,none,< 1 yr,unknown/no property,26,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
404,male,married/widowed,... < 0 DM,18,existing credits paid back duly till now,others,2899,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,43,none,rent,1,skilled employee/official,3 or more,False,False,0,1
900,male,married/widowed,no checking account,16,all credits at this bank paid back duly,others,2625,unknown/no savings account,.. >= 7 years,25 <= ... < 35,guarantor,>= 7 yrs,car or other,43,bank,for free,1,skilled employee/official,0 to 2,True,False,1,1
689,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,others,3651,500 <= ... < 1000 DM,1 <= ... < 4 years,>= 35,none,4 <= ... < 7 yrs,car or other,31,none,rent,1,skilled employee/official,3 or more,False,False,0,1
162,male,married/widowed,... >= 200 DM,15,no credits taken/all credits paid back duly,radio/television,1262,100 <= ... < 500 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,36,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
396,female/male,female (non-single) or male (single),no checking account,12,no credits taken/all credits paid back duly,car (used),2578,unknown/no savings account,unemployed,20 <= ... < 25,none,>= 7 yrs,real estate,55,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,1
834,female/male,female (non-single) or male (single),0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,furniture/equipment,2327,unknown/no savings account,... < 1 year,25 <= ... < 35,none,4 <= ... < 7 yrs,unknown/no property,25,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
116,female/male,female (non-single) or male (single),no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,7174,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,30,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
96,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,repairs,2012,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,61,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
914,male,married/widowed,no checking account,24,critical account/other credits existing (not at this bank),retraining,3161,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,car or other,31,none,for free,1,skilled employee/official,0 to 2,True,False,1,1
774,male,married/widowed,0 <= ... < 200 DM,12,all credits at this bank paid back duly,others,1480,100 <= ... < 500 DM,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,66,bank,own,4-5,unemployed/unskilled - non-resident,0 to 2,False,False,0,1
425,female,single,... < 0 DM,18,no credits taken/all credits paid back duly,car (new),2779,unknown/no savings account,1 <= ... < 4 years,>= 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,21,none,for free,1,skilled employee/official,0 to 2,True,False,0,0
23,male,married/widowed,... < 0 DM,12,all credits at this bank paid back duly,car (new),1804,... < 100 DM,... < 1 year,20 <= ... < 25,none,>= 7 yrs,car or other,44,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
76,male,married/widowed,no checking account,42,no credits taken/all credits paid back duly,furniture/equipment,3965,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,34,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
321,male,divorced/separated,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,1938,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,car or other,32,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
102,female/male,female (non-single) or male (single),... >= 200 DM,6,existing credits paid back duly till now,furniture/equipment,932,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,24,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
880,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,car (new),7814,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,38,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
964,female,single,... < 0 DM,6,no credits taken/all credits paid back duly,domestic appliances,454,unknown/no savings account,... < 1 year,20 <= ... < 25,none,< 1 yr,car or other,22,none,rent,1,unskilled - resident,0 to 2,False,False,0,0
489,male,married/widowed,... >= 200 DM,6,no credits taken/all credits paid back duly,others,3518,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,guarantor,4 <= ... < 7 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
638,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1493,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,34,none,rent,1,skilled employee/official,3 or more,False,False,0,1
606,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,retraining,4526,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,74,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
228,male,married/widowed,... >= 200 DM,9,no credits taken/all credits paid back duly,furniture/equipment,1478,unknown/no savings account,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
992,female,single,no checking account,18,no credits taken/all credits paid back duly,furniture/equipment,1936,.. >= 1000 DM,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,23,none,for free,2-3,unskilled - resident,0 to 2,False,False,0,0
712,male,married/widowed,... >= 200 DM,21,no credits taken/all credits paid back duly,car (new),2476,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,46,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
614,female/male,female (non-single) or male (single),... >= 200 DM,18,existing credits paid back duly till now,car (used),1808,unknown/no savings account,4 <= ... < 7 years,< 20,none,< 1 yr,unknown/no property,22,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
520,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,domestic appliances,5507,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,real estate,44,none,own,2-3,skilled employee/official,0 to 2,False,False,0,1
236,male,married/widowed,... < 0 DM,6,no credits taken/all credits paid back duly,others,14555,.. >= 1000 DM,unemployed,>= 35,none,1 <= ... < 4 yrs,car or other,23,none,rent,1,unemployed/unskilled - non-resident,0 to 2,True,False,1,0
656,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,others,888,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,41,bank,rent,1,unskilled - resident,3 or more,False,False,1,1
73,female/male,female (non-single) or male (single),... < 0 DM,42,all credits at this bank paid back duly,retraining,5954,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,< 1 yr,unknown/no property,41,bank,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
448,female/male,female (non-single) or male (single),0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,car (used),1424,.. >= 1000 DM,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,55,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
318,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,repairs,701,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,32,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
332,female/male,female (non-single) or male (single),... < 0 DM,60,no credits taken/all credits paid back duly,others,7408,... < 100 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,car or other,24,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,1,0
183,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (used),3777,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,50,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
643,female,single,... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,1851,unknown/no savings account,4 <= ... < 7 years,< 20,guarantor,1 <= ... < 4 yrs,building society savings agreement/life insurance,33,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
948,female,single,... >= 200 DM,18,no credits taken/all credits paid back duly,car (used),1533,unknown/no savings account,... < 1 year,< 20,co-applicant,< 1 yr,car or other,43,none,rent,1,unskilled - resident,3 or more,False,False,1,1
485,male,married/widowed,... < 0 DM,6,existing credits paid back duly till now,others,1209,unknown/no savings account,unemployed,< 20,none,>= 7 yrs,car or other,47,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
630,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,3660,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,28,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
874,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,car (used),3590,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,co-applicant,1 <= ... < 4 yrs,car or other,29,none,rent,1,unskilled - resident,3 or more,False,False,0,1
671,male,married/widowed,... >= 200 DM,36,no credits taken/all credits paid back duly,retraining,5742,... < 100 DM,4 <= ... < 7 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
46,male,married/widowed,... >= 200 DM,36,no credits taken/all credits paid back duly,furniture/equipment,2299,100 <= ... < 500 DM,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,39,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
772,male,married/widowed,... >= 200 DM,21,all credits at this bank paid back duly,car (new),3275,unknown/no savings account,.. >= 7 years,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,36,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
31,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,car (used),4020,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,27,stores,rent,1,skilled employee/official,0 to 2,False,False,0,1
22,male,married/widowed,no checking account,10,all credits at this bank paid back duly,others,2241,unknown/no savings account,... < 1 year,>= 35,none,4 <= ... < 7 yrs,unknown/no property,48,none,for free,2-3,unskilled - resident,3 or more,False,True,0,1
841,male,married/widowed,... >= 200 DM,21,existing credits paid back duly till now,car (new),2993,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,28,stores,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
803,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,976,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,35,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
811,female,single,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,484,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,guarantor,4 <= ... < 7 yrs,unknown/no property,28,bank,rent,1,unskilled - resident,0 to 2,False,False,0,1
960,female,single,... >= 200 DM,6,all credits at this bank paid back duly,furniture/equipment,1740,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,30,none,for free,2-3,skilled employee/official,0 to 2,False,False,0,1
62,male,married/widowed,... < 0 DM,36,delay in paying off in the past,retraining,1953,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,61,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
259,female/male,female (non-single) or male (single),... >= 200 DM,11,all credits at this bank paid back duly,furniture/equipment,1154,... < 100 DM,unemployed,< 20,none,>= 7 yrs,unknown/no property,57,none,rent,4-5,unskilled - resident,0 to 2,False,False,0,1
254,male,married/widowed,... < 0 DM,9,no credits taken/all credits paid back duly,car (used),2030,.. >= 1000 DM,4 <= ... < 7 years,25 <= ... < 35,none,< 1 yr,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,0 to 2,True,False,0,0
445,female/male,female (non-single) or male (single),... >= 200 DM,9,all credits at this bank paid back duly,repairs,1244,.. >= 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,car or other,41,none,for free,2-3,unskilled - resident,0 to 2,False,False,0,1
84,male,married/widowed,no checking account,10,no credits taken/all credits paid back duly,furniture/equipment,2315,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,52,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
255,male,married/widowed,... < 0 DM,60,existing credits paid back duly till now,furniture/equipment,7418,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,< 1 yr,unknown/no property,27,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
339,male,divorced/separated,... < 0 DM,10,no credits taken/all credits paid back duly,car (used),1521,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
424,female/male,female (non-single) or male (single),... < 0 DM,12,no credits taken/all credits paid back duly,car (used),2762,.. >= 1000 DM,.. >= 7 years,>= 35,none,1 <= ... < 4 yrs,car or other,25,bank,rent,1,skilled employee/official,0 to 2,True,False,1,1
225,male,married/widowed,... >= 200 DM,36,delay in paying off in the past,domestic appliances,2613,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,27,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
762,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,furniture/equipment,2214,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,car or other,24,none,rent,1,unskilled - resident,0 to 2,False,False,0,0
78,male,married/widowed,... >= 200 DM,54,delay in paying off in the past,car (new),9436,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,car or other,39,none,rent,1,unskilled - resident,3 or more,False,False,0,1
464,male,married/widowed,... >= 200 DM,18,no credits taken/all credits paid back duly,retraining,1950,unknown/no savings account,4 <= ... < 7 years,< 20,none,< 1 yr,building society savings agreement/life insurance,34,stores,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
324,female/male,female (non-single) or male (single),... >= 200 DM,18,all credits at this bank paid back duly,others,1028,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,36,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
140,female,single,0 <= ... < 200 DM,6,no credits taken/all credits paid back duly,others,709,500 <= ... < 1000 DM,... < 1 year,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,False,True,0,1
345,female/male,female (non-single) or male (single),... >= 200 DM,15,all credits at this bank paid back duly,furniture/equipment,1459,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,43,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
5,male,married/widowed,... >= 200 DM,36,no credits taken/all credits paid back duly,repairs,9055,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,real estate,35,none,own,1,unskilled - resident,3 or more,True,False,0,1
271,female/male,female (non-single) or male (single),... >= 200 DM,12,all credits at this bank paid back duly,car (used),1402,100 <= ... < 500 DM,4 <= ... < 7 years,20 <= ... < 25,none,>= 7 yrs,building society savings agreement/life insurance,37,none,for free,1,skilled employee/official,0 to 2,True,False,0,1
21,male,married/widowed,no checking account,6,no credits taken/all credits paid back duly,furniture/equipment,2647,100 <= ... < 500 DM,1 <= ... < 4 years,25 <= ... < 35,none,4 <= ... < 7 yrs,unknown/no property,44,none,for free,1,skilled employee/official,3 or more,False,False,0,1
279,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,1901,... < 100 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,29,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
